Catégorie,Manifeste IIIF,OCR-relu,Contributeur,Source,Ville,Lieu d'exposition (section unique),Titre de l’exposition,Année début,Mois début,Jour début,Année fin,Mois fin,Jour fin,Pays d'aujourd'hui,(État d'aujourd'hui),,Pays d’époque,Ville d’époque,,adresse complète de la section telle que dans le catalogue,numéro de rue de la section,Rue de la section,étage de la section,lieu dit de la section,complément d’adresse de la section
,,,,https://rkd.nl/explore/library/51921,Amsterdam,Arti et Amicitiae,"Tentoonstelling van kunstwerken van levende meesters, in de kunstzalen der Maatschappij Arti et Amicitiae : Tweede Serie",1876,,,,,,,,,,,,,,,,,
3,,,,https://rkd.nl/explore/library/283056,Amsterdam,Arti et Amicitiae,Reproductien van de tentoonstelling van kunstwerken van levende meesters in de kunstzalen der maatschappij Arti et Amicitiae,1876,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/52331,Amsterdam,Arti et Amicitiae,Tentoonstelling der kunstwerken bestemd voor de wereld-tentoonstelling te Philadelphia : op de kunstzalen der Maatschappij Arti et Amicitiae,1876,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/9748,Rotterdam,Academie van Beeldende Kunsten Rotterdam,Catalogus der schilder- en kunstwerken op de tentoonstelling door de Academie van Beeldende Kunsten en Technische Wetenschappen,1876,,,,,,,,,,,,,,,,,
1,,,,https://rkd.nl/explore/library/106814,Amsterdam,Académie royale des beaux-arts d'Amsterdam,"Tentoonstelling van schilder- en andere werken van levende meesters te Amsterdam, in den jare 1877",1877,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106975,Groningen (town),Pictura (Groningen),Lijst van schilderijen van levende Nederlandsche meesters,1877,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/10182,Amsterdam,Arti et Amicitiae,Catalogus van de tentoonstelling van schilderijen enz. van levende meesters in de kunstzalen der Maatschappij Arti et Amicitae,1878,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106818,La Haye ,Teeken-Academie 's-Gravenhage,"Tentoonstelling van kunstwerken van levende meesters, 's Gravenhage 1878",1878,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/90347,Amsterdam,Arti et Amicitiae,Voortentoonstelling der kunstwerken van nederlandsche meesters bestemd voor de internationale tentoonstelling te Parijs 1878,1878,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/10161,Amsterdam,Arti et Amicitiae,Catalogus van de tentoonstelling van kunstwerken van levende meesters in de kunstzalen der Maatschappij Arti et Amicitae,1879,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106808,Rotterdam,Academie van beeldende kunsten en technische wetenschappen Rotterdam,"Catalogus der schilder- en kunstwerken, op de tentoonstelling door de Academie van Beeldende Kunsten en Technische Wetenschappen te Rotterdam, in 1879",1879,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106985,Haarlem,Lithographia,"Catalogus van de tentoonstelling van schilderijen, aquarellen, enz. van levende meesters",1879,,,,,,,,,,,,,,,,,
1,,,,https://rkd.nl/explore/library/280908,Amsterdam,Université d'Amsterdam,Tentoonstelling van kunstwerken van Levende Meesters te Amsterdam in den jare 1880,1880,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106977,Groningen (town),Pictura (Groningen),Lijst van schilderijen van levende Nederlandsche meesters,1880,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/283125,Goes,Raadhuis Goes,Catalogus van de tentoonstelling van kunstwerken op het gebied van schilder- en teekenkunst vervaardigd door binnenlandsche of buitenlandsche Levende Meesters,1881,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/10162,Amsterdam,Arti et Amicitiae,Catalogus van de tentoonstelling van kunstwerken van levende meesters in de kunstzalen der Maatschappij Arti et Amicitae,1881,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106822,La Haye ,Teeken-Academie 's-Gravenhage,Tentoonstelling van kunstwerken van levende meesters te 's Gravenhage 1881,1881,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/107062,Zutphen,Pictura Zutphen,"Tentoonstelling van schilderijen van levende Nederlandsche meesters, geopend door de kunstvereeniging Pictura",1881,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/283106,Amsterdam,,,1882,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/10163,Amsterdam,Arti et Amicitiae,Catalogus van de tentoonstelling van kunstwerken van levende meesters in de kunstzalen der Maatschappij Arti et Amicitae,1882,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106824,Amsterdam,Academie van beeldende kunsten en technische wetenschappen Rotterdam,"Catalogus der tentoonstelling van schilderijen en andere kunstwerken, in het gebouw der Academie van Beeldende Kunsten en Technische Wetenschappen te Rotterdam, in 1882",1882,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106941,Deventer,non,Tentoonstelling van schilderijen van levende meesters te Deventer,1882,,,,,,,,,,,,,,,,,
3,,,,https://rkd.nl/explore/library/280558,Amsterdam,non,Internationale tentoonstelling,1883,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/10164,Amsterdam,Arti et Amicitiae,Catalogus van de tentoonstelling van kunstwerken van levende meesters in de kunstzalen der Maatschappij Arti et Amicitae,1883,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/10165,Amsterdam,Arti et Amicitiae,Catalogus van de tentoonstelling van kunstwerken van levende meesters in de kunstzalen der Maatschappij Arti et Amicitae,1884,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106829,La Haye ,Teeken-Academie 's-Gravenhage,Tentoonstelling van kunstwerken van levende meesters te 's Gravenhage 1884,1884,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/10117,Amsterdam,Arti et Amicitiae,Catalogus van de tentoonstelling der kunstwerken van levende meesters bestemd voor de tentoonstelling te Antwerpen,1885,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/10166,Amsterdam,Arti et Amicitiae,Catalogus van de tentoonstelling van kunstwerken van levende meesters in de kunstzalen der Maatschappij Arti et Amicitae,1885,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106826,Rotterdam,Academie van beeldende kunsten en technische wetenschappen Rotterdam,"Catalogus der tentoonstelling van schilderijen en andere kunstwerken, in het gebouw der Academie van Beeldende Kunsten en Technische Wetenschappen te Rotterdam, in 1885",1885,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/281182,La Haye ,Academie van Beeldende Kunsten 's-Gravenhage,Catalogus der tentoonstelling van inzendingen voor den prijskamp en de wedstrijden voor handwerkslieden en leerlingen,1886,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/52342,Amsterdam,Arti et Amicitiae,Tentoonstelling van teekeningen van levende meesters : Nederlandsche Etsclub,1886,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106833,Amsterdam,Rijksmuseum Amsterdam,"Tentoonstelling van kunstwerken van levende meesters, te Amsterdam, in den jare 1886",1886,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106979,Groningen (town),Pictura (Groningen),Lijst van schilderijen van levende Nederlandsche meesters,1886,,,,,,,,,,,,,,,,,
1,,,,https://rkd.nl/explore/library/106833,Amsterdam,Rijksmuseum Amsterdam,"Tentoonstelling van kunstwerken van levende meesters, te Amsterdam, in den jare 1886",1886,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/283116,Deventer,Sociëteit de Hereeniging,Tentoonstelling van schilderijen en andere kunstwerken van Nederlandsche Levende Meesters te Deventer,1887,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/51919,Amsterdam,Arti et Amicitiae,Tentoonstelling van kunstwerken van levende meesters,1887,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106831,The Hague,Academie van Beeldende Kunsten 's-Gravenhage,Tentoonstelling van kunstwerken van levende meesters te 's Gravenhage 1887,1887,,,,,,,,,,,,,,,,,
1,,,,https://rkd.nl/explore/library/106833,Amsterdam,Rijksmuseum Amsterdam,"Tentoonstelling van kunstwerken van levende meesters, te Amsterdam, in den jare 1886",1887,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/51920,Amsterdam,Arti et Amicitiae,Tentoonstelling van kunstwerken van levende meesters,1888,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/52344,Amsterdam,Arti et Amicitiae,Tentoonstelling van teekeningen van levende meesters,1888,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106827,Rotterdam,Academie van beeldende kunsten en technische wetenschappen Rotterdam,"Catalogue de l'exposition de peintures et autres œuvres d'art, dans le bâtiment de l'Académie des arts visuels et des sciences techniques de Rotterdam, en 1888",1888,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106836,Amsterdam,Arti et Amicitiae,"Tentoonstelling van kunstwerken van levende meesters, te Amsterdam, in den jare 1889",1889,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/282056,Middelburg (Zeeland),"Schuttershof ""De Edele Handboog""",Tentoonstelling van schilderijen,1890,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/51928,Amsterdam,Arti et Amicitiae,Tentoonstelling van kunstwerken vervaardigd door leden der Maatschappij,1890,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106880,The Hague,Academie van Beeldende Kunsten 's-Gravenhage,Tentoonstelling van kunstwerken van levende meesters te 's-Gravenhage 1890,1890,,,,,,,,,,,,,,,,,
,,,,https://rkd.nl/explore/library/106924,Arnhem,Musis Sacrum,"Internationale tentoonstelling van kunstwerken van levende meesters te Arnhem, 1890",1890,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Demander : Dagmar Diernberger et Alexandra Grünvald à bibliothek@belvedere.at,,,,Ensemble de la bibliothèque numérisée - expositions à Vienne : https://digitale-bibliothek.belvedere.at/viewer/browse/,,,,,,,,,,,,,,,,,,,,
,,,,https://digitale-bibliothek.belvedere.at/viewer/!thumbs/1526999246432/1/,Vienne ,Galerie Arnot,Catalogue d'une exposition de peintures,1909,mai ,,,,,,,,,,,,,,,,
,,,,,Expositions de la Sécession viennoise (illustré),,,,,,,,,,,,,,,,,,,,
3,,,,https://digitale-bibliothek.belvedere.at/viewer/!thumbs/1413467527280/1/,Vienne ,,Katalog der I. Kunst-Ausstellung der Vereinigung bildender Künstler Österreichs,1898,,,,,,,,,,,,,,,,,
3,,,,https://digitale-bibliothek.belvedere.at/viewer/image/1413469273114/1/LOG_0000/,Vienne ,,Katalog der 2. Kunst-Ausstellung der Vereinigung Bild. Künstler Österreichs,1898,,,,,,,,,,,,,,,,,
3,,,,https://digitale-bibliothek.belvedere.at/viewer/thumbs/1413544873415/1/,Vienne ,,Katalog der III. Kunst-Ausstellung der Vereinigung Bild. Künstler Österreichs,1899,,,,,,,,,,,,,,,,,
3,,,,https://digitale-bibliothek.belvedere.at/viewer/image/1413546399102/1/LOG_0000/,Vienne ,,Katalog der IV. Kunstausstellung der Vereinigung Bildender Künstler Österreichs,1899,,,,,,,,,,,,,,,,,
3,,,,https://digitale-bibliothek.belvedere.at/viewer/image/1413547016270/1/LOG_0000/,Vienne ,,Katalog der V. Ausstellung der Vereinigung Bildender Künstler Österreichs Secession,1899,,,,,,,,,,,,,,,,,
3,,,,https://digitale-bibliothek.belvedere.at/viewer/image/1413548047200/1/LOG_0000/,Vienne ,,Katalog der VI. Ausstellung,1900,,,,,,,,,,,,,,,,,
3,,,,https://digitale-bibliothek.belvedere.at/viewer/image/1413548646908/1/LOG_0000/,Vienne ,,Katalog der VII. Kunstausstellung der Vereinigung Bildender Künstler Österreichs Secession,1900,,,,,,,,,,,,,,,,,
3,,,,https://digitale-bibliothek.belvedere.at/viewer/image/1413556526985/1/LOG_0000/,Vienne ,,Katalog der VIII. Ausstellung der Vereinigung bildender Künstler Österreichs Secession,1900,,,,,,,,,,,,,,,,,
3,,,,https://digitale-bibliothek.belvedere.at/viewer/image/1413800941322/1/LOG_0000/,Vienne ,,Katalog der IX. Kunst-Ausstellung der Vereinigung bildender Künstler Österreichs Secession,1901,,,,,,,,,,,,,,,,,
3,,,,https://digitale-bibliothek.belvedere.at/viewer/image/1413817076619/1/LOG_0000/,Vienne ,,Katalog der X. Kunstausstellung der Vereinigung bildender Künstler Österreichs Secession,1901,,,,,,,,,,,,,,,,,
3,,,,https://digitale-bibliothek.belvedere.at/viewer/image/1413818486187/1/LOG_0000/,Vienne ,,Katalog der XI. Kunstausstellung der Vereinigung bildender Künstler Österreichs Secession. Werke von Johann Victor Krämer,1901,,,,,,,,,,,,,,,,,
3,,,,https://digitale-bibliothek.belvedere.at/viewer/image/1413819515245/1/LOG_0000/,Vienne ,,Katalog der XII. Kunstausstellung der Vereinigung bildender Künstler Österreichs Secession,1901,,,,,,,,,,,,,,,,,
3,,,,https://digitale-bibliothek.belvedere.at/viewer/image/1413881090190/1/LOG_0000/,Vienne ,,Katalog der XIII. Kunstausstellung der Vereinigung Bildender Künstler Österreichs Secession,1902,,,,,,,,,,,,,,,,,
3,,,,https://digitale-bibliothek.belvedere.at/viewer/image/1413881594079/1/LOG_0000/,Vienne ,,XIV. Ausstellung der Vereinigung Bildender Künstler Österreichs Secession,1902,,,,,,,,,,,,,,,,,
3,,,,https://digitale-bibliothek.belvedere.at:443/viewer/image/1413884320733/1/,Vienne ,,XV. Ausstellung der Vereinigung Bildender Künstler Österreichs Secession Wien,1902,,,,,,,,,,,,,,,,,
3,,,,https://digitale-bibliothek.belvedere.at:443/viewer/image/1413885405542/1/,Vienne ,,XVI. Ausstellung der Vereinigung Bildender Künstler Österreichs Secession Wien,1903,,,,,,,,,,,,,,,,,
3,,,,https://digitale-bibliothek.belvedere.at/viewer/image/1413885870361/19/LOG_0005/,Vienne ,,XVII. Ausstellung der Vereinigung Bildender Künstler Österreichs Secession Wien,1903,,,,,,,,,,,,,,,,,
3,,,,https://digitale-bibliothek.belvedere.at:443/viewer/image/1413896836219/1/,Vienne ,,XVIII. Ausstellung der Vereinigung bildender Künstler Österreichs Secession Wien Nov. = Dez. 1903,1903,,,,,,,,,,,,,,,,,
3,,,,https://digitale-bibliothek.belvedere.at/viewer/image/1413898929023/14/LOG_0003/,Vienne ,,XIX. Ausstellung der Vereinigung bildender Künstler Österreichs Secession - Wien Januar=Februar 1904,1904,,,,,,,,,,,,,,,,,
3,,,,https://digitale-bibliothek.belvedere.at:443/viewer/image/1413901313808/1/,Vienne ,,XX. Ausstellung bildender Künstler Österreichs Secession ׀׀׀ Wien März ∙ April ∙ Mai ∙ 1904,1904,,,,,,,,,,,,,,,,,
3,,,,https://digitale-bibliothek.belvedere.at:443/viewer/image/1414157127496/1/,Vienne ,,XXI. Ausstellung der Vereinigung Bildend. Künstler Österreichs Secession,1904,,,,,,,,,,,,,,,,,
3,,,,https://digitale-bibliothek.belvedere.at:443/viewer/image/1414158355597/1/,Vienne ,,XXII. Ausstellung der Vereinigung Bildend. Künstler Österreichs Secession,1905,,,,,,,,,,,,,,,,,
3,,,,https://digitale-bibliothek.belvedere.at:443/viewer/image/1414158991831/1/,Vienne ,,XXIII. Ausstellung der Vereinigung Bildend. Künstler Österreichs Secession,1905,,,,,,,,,,,,,,,,,
3,,,,https://digitale-bibliothek.belvedere.at:443/viewer/image/1414423630833/1/,Vienne ,,XXIV. Ausstellung der Vereinigung Bildender Künstler Österreichs Secession,1905,,,,,,,,,,,,,,,,,
3,,,,https://digitale-bibliothek.belvedere.at:443/viewer/image/1414424168339/1/,Vienne ,,XXV. Ausstellung der Vereinigung Bildender Künstler Österreichs Secession in Wien,1906,,,,,,,,,,,,,,,,,
3,,,,https://digitale-bibliothek.belvedere.at:443/viewer/image/1414425130841/1/,,,XXVI. Ausstellung der Vereinigung Bildender Künstler Österreichs Secession Wien,1906,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,https://archive.org/details/catalogueofficielde00expo/page/n6/mode/2up,Amsterdam,Exposition universelle,"Catalogue illustré officiel de la Section des beaux-arts de l'Exposition universelle d'Amsterdam, contenant environ 200 reproductions d'après les dessins originaux des artistes",1883,,,,,,,,,,,,,,,,,
3,,,,https://archive.org/details/catalogueillustr00unio/page/n117/mode/2up,Paris ,Union centrale des arts décoratifs,Catalogue illustré de l'Union centrale des arts décoratifs : contenant environ 200 reproductions avec une étude sur l'art rétrospectif,1884,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Pas de catalogue numérisé pour l'exposition d'art japonais au Jeu de Paume en 1929, demandé par LSR",,,,,,,,,,,,,,,,,,,,
1,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k920328z/manifest.json,,,ark:/12148/bpt6k920328z,Paris ,Musée du Jeu de Paume,"Exposition nationale des oeuvres des artistes tués à l'ennemi, blessés, prisonniers et aux armées",1915,mai,20,1915,juillet ,20,,,,,,,,,,,,
2 ou 3,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6481622b/manifest.json,,,ark:/12148/bpt6k6481622b,Paris ,Musée du Jeu de Paume,"Exposition hollandaise. tableaux, aquarelles et dessins anciens et modernes",1921,avril,,,mai,,,,,,,,,,,,,
1,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k991580k/manifest.json,,,ark:/12148/bpt6k991580k,Paris ,Musée du Jeu de Paume,Origines et développement de l'art international indépendant,1937,juillet ,30,1937,octobre ,31,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k9600600b/manifest.json,,,ark:/12148/bpt6k9600600b,Paris ,Palais de l'Industrie (Union Centrale des Arts Décoratifs),Salon annuel des peintres japonais. Deuxième année.,1884,,,,,,,,,,,,,,,,,
2,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5715233k/manifest.json,,,ark:/12148/bpt6k5715233k,Paris ,École nationale des beaux-arts,Exposition de la gravure japonaise,1890,avril,25,1890,mai ,22,,,,,,,,,,,,
2,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6373975m/manifest.json,,,ark:/12148/bpt6k6373975m,Paris ,?,Catalogue de l'exposition rétrospective de l'art japonais,1883,avrl,,,,,,,,,,,,,,,,
2,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k8405865/manifest.json,,,ark:/12148/bpt6k8405865,Strasbourg,Palais du Rhin,Exposition chinoise d'art ancien et moderne,1924,mai,,1924,juillet ,,,,,,,,,,,,,
2 ou 3,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k317898c/manifest.json,,,ark:/12148/bpt6k317898c,Paris ,Grand Palais ,La Chine a l'exposition internationale des arts decoratifs et industriels modernes à Paris,1925,,,,,,,,,,,,,,,,,
2,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k1163948x/manifest.json,,,ark:/12148/bpt6k1163948x,Paris ,,Catalogue illustré de la section japonaise à l'exposition internationale des arts décoratifs et industriels modernes,1925,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,https://archive.org/details/expositiondesuvr00menz/page/12/mode/thumb,Paris ,Pavillon de la Ville de Paris,Exposition des œuvres de A. Menzel : ouverte du 26 avril au 15 juin 1885 : catalogue illustré,1885,,,,,,,,,,,,,,,,,
3,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k939671p/manifest.json,,,ark:/12148/bpt6k939671p,Paris ,Pavillon de l'Alma,L'oeuvre de Rodin / Exposition de 1900,1900,,,,,,,,,,,,,,,,,
2,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k11825926/manifest.json,,,ark:/12148/bpt6k11825926,Nice,L'Artistique Club,Catalogue de la 2me exposition de Photographie de l'Artistique,1899,mars ,3,1899,mars ,15,,,,,,,,,,,,
1,https://gallica.bnf.fr/iiif/ark:/12148/btv1b7200759d/manifest.json,,,ark:/12148/btv1b7200759d,Paris ,Ancien atelier de Gustave Doré,Exposition de maîtres du siècle 1786-1886,1886,avril,non,1886,mai,non,,,,,,,,,,,,
,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k1421234g/manifest.json,,,ark:/12148/bpt6k1421234g,Brest,?,"Concours régional de 1884. Exposition des beaux-arts. Catalogue des ouvrages de peinture, dessin, aquarelle, sculpture, gravure, architecture et art rétrospectif",1884,mai,15,1884,juin,16,,,,,,,,,,,,
3,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k1421429v/manifest.json,,,ark:/12148/bpt6k1421429v,Paris ,?,Catalogue illustré de l'exposition des arts incohérents,1884,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k932344x/manifest.json,,,ark:/12148/bpt6k932344x,Amiens,non,26e Exposition. Catalogue. 1884 / Société des amis des arts du département de la Somme,1884,juin ,1,1884,juillet ,20,,,,,,,,,,,,
1,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k932340d/manifest.json,,,ark:/12148/bpt6k932340d,Amiens,non,27e Exposition. Catalogue. 1885 / Société des amis des arts du département de la Somme,1885,juin ,28,1885,janvier,31,,,,,,,,,,,,
1,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k932343j/manifest.json,,,ark:/12148/bpt6k932343j,Amiens,non,28e Exposition. Catalogue. 1887 / Société des amis des arts du département de la Somme,1887,mai,15,1887,juin,30,,,,,,,,,,,,
1,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k9323383/manifest.json,,,ark:/12148/bpt6k9323383,Amiens,non,29e Exposition. Catalogue. 1890 / Société des amis des arts du département de la Somme,1890,juin ,1,1890,juillet ,16,,,,,,,,,,,,
1,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k9323459/manifest.json,,,ark:/12148/bpt6k9323459,Amiens,non,31e Exposition. Catalogue. 1894 / Société des amis des arts du département de la Somme,1894,juin ,3,1894,juillet ,16,,,,,,,,,,,,
1,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k932341s/manifest.json,,,ark:/12148/bpt6k932341s,Amiens,non,32e Exposition. Catalogue. 1896 / Société des amis des arts du département de la Somme,1896,juin ,7,1896,juillet ,19,,,,,,,,,,,,
1,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k9323425/manifest.json,,,ark:/12148/bpt6k9323425,Amiens,non,33e Exposition. Catalogue. 1899 / Société des amis des arts du département de la Somme,1899,mai,15,1899,juin,26,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k9908027/manifest.json,,,ark:/12148/bpt6k9908027,Poitiers,Champ de la Madeleine,"Exposition industrielle, commerciale et des Beaux-arts",1899,juin,1,1899,août,15,,,,,,,,,,,,
,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k10494985/manifest.json,,,ark:/12148/bpt6k10494985,Paris ,Chez Madame Bongard,"Peintures de Léopold Survage, dessins et aquarelles d'Irène Lagut : première exposition des ""Soirées de Paris""",1917,janvier,21,1917,janvier,31,,,,,,,,,,,,
,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k3778182/manifest.json,,,ark:/12148/bpt6k3778182,Pars ,La Bodinière,La Femme moderne. Catalogue de l'exposition des nouvelles oeuvres de Ferdinand Bac,1895,mars,26,1895,avril,20,,,,,,,,,,,,
1,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k9105588p/manifest.json,,,ark:/12148/bpt6k9105588p,Strasbourg,Hôtel-de-ville,Catalogue de l'exposition des oeuvres d'art d'artistes vivants,1884,mai,11,1884,juin,8,,,,,,,,,,,,
,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k14173048/manifest.json,,,ark:/12148/bpt6k14173048,Bordeaux ,Terrasse du Jardin-Public,"Catalogue de la première exposition de la société d'art moderne (art décoratif, art appliqué)",1900,janvier,10,1900,janvier,25,,,,,,,,,,,,
2 ou 3,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k3778093/manifest.json,,,ark:/12148/bpt6k3778093,Paris,,Catalogue des oeuvres de Mlle Bashkirtsef. Union des femmes peintres et sculpteurs,1885,,,,,,,,,,,,,,,,,
3,,,,https://archive.org/details/pourlart10pour/page/n4/mode/2up,Bruxelles ,,Catalogue de la Xe exposition. Pour l'art.,1902,janvier ,18,1902,février ,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k49789g/manifest.json,,,ark:/12148/bpt6k933463t,Paris,Pavillon de la Ville de Paris,Société des artistes indépendants. Catalogue des œuvres exposées. 6e exposition,1890,mars,20,1890,avril,27,,,,,,,,,,,,
1,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k1269951h/manifest.json,,,ark:/12148/bpt6k1269951h,Paris,Pavillon de la Ville de Paris,Société des artistes indépendants. Catalogue des œuvres exposées. 8e exposition,1892,mars ,19,1892,avril,27,,,,,,,,,,,,
1,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k322068q/manifest.json,,,ark:/12148/bpt6k322068q,Paris,Grandes Serres de la Ville de Paris,Société des artistes indépendants. Catalogue de la 21e exposition,1905,mars ,24,1905,avril ,30,,,,,,,,,,,,
1,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k9687742d/manifest.json,,,ark:/12148/bpt6k9687742d,Paris,Grandes Serres de la Ville de Paris,Société des artistes indépendants. Catalogue de la 22e exposition,1906,mars,20,1906,avril,30,,,,,,,,,,,,
1,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k96564798/manifest.json,,,ark:/12148/bpt6k96564798,Paris,Serres du Cours-la-Reine,Société des artistes indépendants. Catalogue de la 24e exposition,1908,mars,20,1908,mai,2,,,,,,,,,,,,
1,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k96915476/manifest.json,,,ark:/12148/bpt6k96915476,Paris,Jardin des Tuileries Serres de l'Orangerie,Société des artistes indépendants. Catalogue de la 25e exposition,1909,mars ,25,1909,mai,2,,,,,,,,,,,,
1,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k133418b/manifest.json,,,ark:/12148/bpt6k133418b,Paris,Cours la Reine (Pont des Invalides),Société des artistes indépendants. Catalogue de la 26e exposition,1910,mars,18,1910,mai,1,,,,,,,,,,,,
1,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k8892045/manifest.json,,,ark:/12148/bpt6k8892045,Paris,"Quai d'Orsay, Pont de l'Alma",Société des artistes indépendants. Catalogue de la 29e exposition,1913,mars ,19,1913,mai,18,,,,,,,,,,,,
1,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k889200n/manifest.json,,,ark:/12148/bpt6k889200n,Paris,Grand Palais des Champs-Elysées,Société des artistes indépendants. Catalogue de la 31e exposition,1920,janvier ,28,1920,février ,29,,,,,,,,,,,,
1,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k8892011/manifest.json,,,ark:/12148/bpt6k8892011,Paris,Grand Palais des Champs-Elysées,Société des artistes indépendants. Catalogue de la 32e exposition,1921,janvier ,23,1921,février ,28,,,,,,,,,,,,
1,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k889203s/manifest.json,,,ark:/12148/bpt6k889203s,Paris,Grand Palais des Champs-Elysées,Société des artistes indépendants. Catalogue de la 33e exposition,1922,janvier ,28,1922,févirer ,28,,,,,,,,,,,,
